,0,1,2,3,4,5
244212,0,1981717519,Sun May 31 09:44:44 PDT 2009,NO_QUERY,bettperry,has an important exam tomorrow morning 
1133033,4,1976108281,Sat May 30 16:36:12 PDT 2009,NO_QUERY,SatansPuppet,@Rickula I do every august at Frightfest. Love my horror film festivals. The orphanage is a good slow burner 
645013,0,2236174820,Fri Jun 19 03:02:11 PDT 2009,NO_QUERY,SamBennett86,"la la la, a day down the Caversham prom planned for tomorrow. It's typical that the weather is expected to be cold and wet "
1189204,4,1983483222,Sun May 31 13:14:34 PDT 2009,NO_QUERY,SharmineQuiamco,@ronniequiamco u beta x hold this against me lke the rest of my embarasing stuff or i will take it back  &lt;--- sincere but insincere smile
397071,0,2056535723,Sat Jun 06 11:19:26 PDT 2009,NO_QUERY,musicislife722,It's going to be a loooooong day  I don't see myself eating nething today.. And probably spending a lot of time in bed.. 
1460615,4,2063857092,Sun Jun 07 04:20:49 PDT 2009,NO_QUERY,EmilyJOC,yesyesyes Rascal Flatts album out in the UK tomorrow  my Monday just got that much better.
426613,0,2063571247,Sun Jun 07 03:12:05 PDT 2009,NO_QUERY,shoberzz,@aileen_yu01 I don't know too. Maybe I need to reformat this first. 
1505619,4,2072410177,Sun Jun 07 20:58:27 PDT 2009,NO_QUERY,britt_nicole,@somewheresofar I so would be but I gotta get up early and order my miley Cyrus tix in the morning  haha
452584,0,2070083289,Sun Jun 07 17:03:59 PDT 2009,NO_QUERY,moe_7210,OMG the capital concert was crazy! i wish i was having fun instead of working 
955547,4,1825047871,Sun May 17 04:06:35 PDT 2009,NO_QUERY,DemiLSupporter,@ilovecyrus I wan't sana was 
1286043,4,2002212311,Tue Jun 02 03:31:06 PDT 2009,NO_QUERY,timetogolanax,is chatting on facey with @JuliaBier and Matt about the Maine 
1376390,4,2051737055,Fri Jun 05 22:41:05 PDT 2009,NO_QUERY,undeadkamo,"I wanna go for a ride on my motorcycle, so I'm gonna try and wake up early to go do that "
412316,0,2060321607,Sat Jun 06 18:41:11 PDT 2009,NO_QUERY,SheraSanico,@bundyspeak http://twitpic.com/6sdxh - awww wish I was there 
816577,4,1551489796,Sat Apr 18 09:11:35 PDT 2009,NO_QUERY,MissYeh,Enjoying warm weather and started practice playing guitar again  been way too long ago.. definitely need more practice again!
959740,4,1826141755,Sun May 17 07:47:41 PDT 2009,NO_QUERY,whil,@billand88 /sig rights/ On a Sunday? You CA'ers just do everything different... 
489445,0,2182986969,Mon Jun 15 13:53:52 PDT 2009,NO_QUERY,Merrydeth,@baknitter Yes ma'am! And good luck with your 2nd test  I hope it goes better!!
149769,0,1883535787,Fri May 22 08:42:23 PDT 2009,NO_QUERY,abbyleigh08,I'm having major breathing issues 
487924,0,2182313566,Mon Jun 15 13:00:22 PDT 2009,NO_QUERY,mar9X,I think we won't go out because of the freaking rain!! 
936070,4,1792914635,Thu May 14 00:41:08 PDT 2009,NO_QUERY,geminianeyes,@PixelProject GOOD AFTERNOON! 
824450,4,1556243018,Sat Apr 18 22:07:26 PDT 2009,NO_QUERY,lovebri2,@youngsinick They're still worth all the drama there is to get up on there to get them. Believe that! I'm nice and tipsy. 
1535159,4,2178953900,Mon Jun 15 08:26:26 PDT 2009,NO_QUERY,BritMo28,@mommab63 i will find out tomorrow. 
1272905,4,2000775670,Mon Jun 01 22:56:03 PDT 2009,NO_QUERY,officialsmmh,"june 13th is now shotty's welcome back show, so make sure you come out to the stone pony to welcome him home "
1402441,4,2054716367,Sat Jun 06 07:56:42 PDT 2009,NO_QUERY,kristinvass,"what a great, peaceful day!  i smell a big breakfast and movie coming "
1199207,4,1985267525,Sun May 31 16:46:15 PDT 2009,NO_QUERY,shuriwhite,"Do, or do not. There's is no 'try'.  I'm off to watch tv, later "
276521,0,1991053352,Mon Jun 01 06:18:34 PDT 2009,NO_QUERY,Lozxx,@lilrainbow89 first reply from you wooo.. yeh i'm good rather bored at College tho  boo what are you up to? xxx
379717,0,2052402345,Sat Jun 06 00:36:35 PDT 2009,NO_QUERY,Erika_is_crazy,i so do not enjoy tweeple i follow that fill my timeline with spam... 
1417852,4,2057673776,Sat Jun 06 13:26:51 PDT 2009,NO_QUERY,X_XBOMBSHELLX_X,Hello My fellow Tweeps! It's Saturday and I have an effin Migrain!! =[ &quot; I Hope i didn't brain my damage&quot;- Homer Simpson 
306347,0,2000203813,Mon Jun 01 21:37:11 PDT 2009,NO_QUERY,itza322,WHAT THE HELL... IAN ISNT WITH THE CAB ANYMORE!?!?!?!?!   
968443,4,1827862636,Sun May 17 11:36:11 PDT 2009,NO_QUERY,jasondinner,@fastercash - hey x - thanks for the follow 
111108,0,1825028793,Sun May 17 04:01:31 PDT 2009,NO_QUERY,KaveyF,"@foodieguide With all the talk of Oriental City, I'm now missing the old Colindale Food Court  dreadfully. I LOVED it. "
56832,0,1685511815,Sun May 03 00:43:23 PDT 2009,NO_QUERY,mknawabi,@Thomothy wish I was there 
1475500,4,2065921547,Sun Jun 07 09:33:01 PDT 2009,NO_QUERY,tweeteradder5,@leadership501 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
93611,0,1770737437,Mon May 11 22:06:37 PDT 2009,NO_QUERY,GiselledelaCruz,I miss my bed  *still working on my paper*
738202,0,2265411313,Sun Jun 21 06:31:23 PDT 2009,NO_QUERY,cthew,I'm soo comfy I don't wanna get up 
1256374,4,1997465836,Mon Jun 01 16:54:00 PDT 2009,NO_QUERY,emmalinebride,Design wedding items? Want to be featured at Emmaline Bride (of course you do!) DM us right now! 
1551818,4,2184227363,Mon Jun 15 15:36:15 PDT 2009,NO_QUERY,yernerolf,"I hope Yubu, my RF character, gets deleted after today's maintenance.  http://plurk.com/p/116rc1"
1473126,4,2065495082,Sun Jun 07 08:42:48 PDT 2009,NO_QUERY,laurenhoffert,go shorty.. it's MY birthday!!  i'm going to party like it's my birthday.. 
1025513,4,1883518249,Fri May 22 08:40:42 PDT 2009,NO_QUERY,susieblake2002,@wendyfraser Sooooo looking forward to getting out of work and heading over to you guys - we should be with you about 7pm  xx
311260,0,2001266043,Tue Jun 02 00:20:08 PDT 2009,NO_QUERY,Jenivere,Usure when sleep occurred but woke up with laptop on knee showing unfinished blog and 269 tweets of what I missed of E3 overnight 
1465237,4,2064327482,Sun Jun 07 05:57:16 PDT 2009,NO_QUERY,timbalfanz,@bwaybaby by chance are you a gay?  
792443,0,2326284894,Thu Jun 25 06:49:26 PDT 2009,NO_QUERY,franceslozano,"My goodness! I haven't used twitter for weeks!  well, i'm online again via mobile. Haha."
281543,0,1992356544,Mon Jun 01 08:37:18 PDT 2009,NO_QUERY,qpert107,"Computer is being ugh  I need to do a shot, ugh, wanna go see UP D:"
489500,0,2183010887,Mon Jun 15 13:55:44 PDT 2009,NO_QUERY,mahogany_soul,"this yahoomail messenger thing is killing me softly. no, i don't want to chat, people on my yahoo list. i just want to check my e-mail. "
893505,4,1691900840,Sun May 03 18:51:10 PDT 2009,NO_QUERY,acroplex,@Nameclerk Re: Eskimos - speak of the devlin  http://xr.com/77t
746790,0,2283285540,Mon Jun 22 12:26:08 PDT 2009,NO_QUERY,JellySA,@713chipper momma is being mean to me! 
1381533,4,2052375727,Sat Jun 06 00:31:19 PDT 2009,NO_QUERY,edkaye,"@_Irene_Adler I'm English, I guess I better watch my self "
1294901,4,2003595160,Tue Jun 02 06:49:02 PDT 2009,NO_QUERY,niccccolle,is stalking taylor lautner on the internet  x
1351955,4,2046198966,Fri Jun 05 11:50:09 PDT 2009,NO_QUERY,PeytonMarie92,"laying around for now, happy friday "
574692,0,2210541497,Wed Jun 17 11:42:47 PDT 2009,NO_QUERY,MelleRobot,Also decided against the Online Fashion 100 party after spending 2 hours stuck in traffic on my way home 
487205,0,2181972644,Mon Jun 15 12:32:56 PDT 2009,NO_QUERY,Reetjep,"@vievjeh aah good luck with that! The boringness is making me sleepy hehe. I did know it, and I'm not looking forward to it. "
1302898,4,2008847952,Tue Jun 02 14:45:11 PDT 2009,NO_QUERY,FRWR,NEW SONGS UP @ WWW.MYSPACE.COM/FROMRUINSWERISENJ !! LET US KNOW WHAT YOU THINK 
663873,0,2244285884,Fri Jun 19 14:32:49 PDT 2009,NO_QUERY,xoxomar,Just saw a gal in lacrosse shorts- I miss lax  want to play
1114991,4,1972880127,Sat May 30 10:03:38 PDT 2009,NO_QUERY,artrox27,@atomicskunk &quot;my master made this collar from so I can...SQUIRREL!...Hi there!   &quot;
175431,0,1964839327,Fri May 29 14:53:34 PDT 2009,NO_QUERY,GEOpdx,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live &gt; http://ustre.am/2TOa)
1358879,4,2048324381,Fri Jun 05 15:01:13 PDT 2009,NO_QUERY,swyyft,@itsLissa Even a blind squirrel finds a nut every once and a while..... 
429128,0,2064068603,Sun Jun 07 05:06:54 PDT 2009,NO_QUERY,Miranda_Pants,R.I.P mommy 6/7/07  i miss her so much...she was my everything... 
1268215,4,1999992709,Mon Jun 01 21:12:07 PDT 2009,NO_QUERY,lilBailey04,all i can say is OUCH!! im so sore and tired already!! but my ribs hurt  bad but i loved it and get to do it again tomorrow yay!! 
237873,0,1980296139,Sun May 31 06:19:18 PDT 2009,NO_QUERY,autumneffect,@annadiaz That really sucks!!!  Have you tried talking to him/her/them about it?
521839,0,2192544704,Tue Jun 16 07:11:40 PDT 2009,NO_QUERY,Debutanteofrock,"Lonesum, all friends on tour, no 1 to hang with. Want to c Eddie in Vegas   @Armand, come to NY!"
153552,0,1932983831,Tue May 26 22:41:47 PDT 2009,NO_QUERY,OMAROSA,@MomsMix i lost at monopoly Sunday  LOL rematch!
1520666,4,2176230026,Mon Jun 15 03:17:20 PDT 2009,NO_QUERY,philly_girl,"oops, forgot something so updated today's post  http://bit.ly/l0FgI"
2042,0,1468291086,Tue Apr 07 00:46:59 PDT 2009,NO_QUERY,kronos_vano,The first serial about my city so stupid... 
638433,0,2234457377,Thu Jun 18 23:05:29 PDT 2009,NO_QUERY,ohisee,"@ngondn khÃ´ng á» SG chá»©, gÃµ sai chÃ­nh táº£, twitter khÃ´ng cho sá»­a cÃ¢u vá»«a gÃµ nhá», Ã­t ra vÃ²ng 30s pháº£i cho ngÆ°á»?i ta sá»­a chá»© "
739617,0,2265776767,Sun Jun 21 07:17:14 PDT 2009,NO_QUERY,biancha1989,Missing the love of my life 
873645,4,1679731167,Sat May 02 10:02:54 PDT 2009,NO_QUERY,shahar6000,shahar6000it was a nice weekend  i'm going to take some shower and then watch survivor. itay rule.(:
326720,0,2008575638,Tue Jun 02 14:20:13 PDT 2009,NO_QUERY,PaulDale67,@purplejp hiya J âº sorry your not too good at the mo  hope you can join me for Apprentice tomorrow x
670559,0,2246599690,Fri Jun 19 17:50:30 PDT 2009,NO_QUERY,bonnie67,no dogs the girl gave them all away 
565109,0,2206405990,Wed Jun 17 06:29:40 PDT 2009,NO_QUERY,adventurouskate,"Sore throat, no voice -- post-Vegas illness has officially kicked in as of around 9:00 PM last night. "
1591403,4,2191564009,Tue Jun 16 05:32:08 PDT 2009,NO_QUERY,cyunyee,@codedly hi retard 
1278812,4,2001466329,Tue Jun 02 00:58:56 PDT 2009,NO_QUERY,deityofdeath,"@Magic899 Hi! voting for permanent, her diamonds and the wind blows. thanks! "
742710,0,2266626251,Sun Jun 21 08:49:49 PDT 2009,NO_QUERY,ShaneDawsonGeek,i am bored as iain hoey is away 
239349,0,1980605991,Sun May 31 07:12:04 PDT 2009,NO_QUERY,72east,Tweeting from church! Dave's last day - 
30041,0,1563657879,Sun Apr 19 23:42:13 PDT 2009,NO_QUERY,Kaz_Bc,"I don't know what is wrong with the players in this house, but last night I was going to watch a dvd, but it wouldn't work, bad times "
401886,0,2057790479,Sat Jun 06 13:40:00 PDT 2009,NO_QUERY,valagnew,@shellyXxxx nope  but i shud do sum :S
881035,4,1685741963,Sun May 03 01:50:46 PDT 2009,NO_QUERY,AJ_Wilson,@moneypennyme I am just putting finishing touches on your guest post article. Looking good! Will email you when it is ready 
135084,0,1836425887,Mon May 18 07:58:41 PDT 2009,NO_QUERY,NadiO_da_Model,@PrinceSammie ugh someone LEFT me hanging 
306731,0,2000310024,Mon Jun 01 21:50:32 PDT 2009,NO_QUERY,horukuru,Banded Woodpecker too fast for digiscoping 
472848,0,2176931391,Mon Jun 15 05:05:03 PDT 2009,NO_QUERY,lwcavallucci,@LizScherer I'm sorry to hear that 
1372500,4,2051252969,Fri Jun 05 21:20:47 PDT 2009,NO_QUERY,SarahMoid,What a luxurious week-sigh 
1520183,4,2176172049,Mon Jun 15 03:07:11 PDT 2009,NO_QUERY,sarenp,Goodmorning!! Had a good night rest.! Beybey hangover  Go Lakers congratz champions
1571808,4,2188833878,Mon Jun 15 22:39:35 PDT 2009,NO_QUERY,dirgayuza,@arieantara Noted. 
615289,0,2226219127,Thu Jun 18 11:40:53 PDT 2009,NO_QUERY,Malyory,Does anyone feel like helping me with my twipic now?! 
1300001,4,2006481076,Tue Jun 02 11:13:52 PDT 2009,NO_QUERY,Pokershark,"Gareth, chelsi and evie are having dinner outside at the rose gardens  lovely evening for it"
1539910,4,2180253191,Mon Jun 15 10:13:01 PDT 2009,NO_QUERY,Shalyse_S,"Good Morning/Afternoon..Afternoon because is 1:12, and Morning because, I just woke up haha "
1056291,4,1962439847,Fri May 29 11:02:57 PDT 2009,NO_QUERY,mcflyellie,@mcflyharry @dannymcfly @dougiemcfly @tommcfly whem igo on bgt will you coach me PLEASEEEEE  x
1473304,4,2065526989,Sun Jun 07 08:46:41 PDT 2009,NO_QUERY,BornToBeBubblyx, I'm so happy right now .. &amp; I have no idea why
1181639,4,1982116870,Sun May 31 10:33:40 PDT 2009,NO_QUERY,riaALBA,@deniseiscrazy oh cool thanks 
562983,0,2205799869,Wed Jun 17 05:27:59 PDT 2009,NO_QUERY,Katie_Nokes,what is the need for the million flies this summer 
376664,0,2051725666,Fri Jun 05 22:39:24 PDT 2009,NO_QUERY,missheidipants,Waiting for ben to finish studying for his exams... only 5-7 hours left 
1090834,4,1969836063,Sat May 30 01:24:40 PDT 2009,NO_QUERY,UBank,"@CynicalM Thanks for sharing, we're happy with it! Nothing to hide from here, just good rates + great service  http://tumblr.com/x2y1wjia7"
1579581,4,2189961341,Tue Jun 16 01:22:39 PDT 2009,NO_QUERY,hollyingram1,"@TaylorLautner_  heyy, cant wait to see you in your new film new moon "
895804,4,1692818304,Sun May 03 20:51:28 PDT 2009,NO_QUERY,m_callahan,http://twitpic.com/4j0mw - only because i can.. 
726,0,1467992866,Mon Apr 06 23:09:38 PDT 2009,NO_QUERY,TheBoss63,@Wyldceltic1 He has Karate tournament in 8 weeks  
878132,4,1685172317,Sat May 02 23:19:21 PDT 2009,NO_QUERY,StDAY,The Story - Brandi Carlile. Whoa. This is the song I wrote my first story to. Seems so long ago... Love this song.  So beautiful.
952790,4,1824524413,Sun May 17 01:45:25 PDT 2009,NO_QUERY,ohthatsjuliet,@FeeDidy woahh ah. dont hide lah! hahah. you dont have to ok   you are nowhere near fat.
1433166,4,2060400578,Sat Jun 06 18:50:10 PDT 2009,NO_QUERY,sugarshaz,"@DavidArchie : Whoa, that's hugee. Break a leg "
1330005,4,2015752081,Wed Jun 03 05:26:12 PDT 2009,NO_QUERY,kathisharpe,New blog post: I *love* heresy hunters...  http://bit.ly/bZB9r
566184,0,2206754796,Wed Jun 17 07:00:35 PDT 2009,NO_QUERY,barbsrad,@bridofprey oh our lives. 
893379,4,1691861315,Sun May 03 18:46:02 PDT 2009,NO_QUERY,augustine25,"@mamawinegod42 As a victim of affirmative action, I already know what it's like to be locked up and punished by the Left.  #tcot #tlot"
61176,0,1686635697,Sun May 03 06:13:25 PDT 2009,NO_QUERY,sheppo287,gold logie goes to ....... REBECCA GIBNEY!!!!!! poor ian smith 
1285246,4,2002125908,Tue Jun 02 03:13:39 PDT 2009,NO_QUERY,NOTGIJANE,"@danhitmusic been plagued for days now...will send a Dm!! thanx, knew there had to be a way!!  "
428094,0,2063864649,Sun Jun 07 04:22:37 PDT 2009,NO_QUERY,Danishbrunette,@DiSCOLENA probably not. When night comes the Americans take over and vote Archie  but we will keep fighting 
412349,0,2060331253,Sat Jun 06 18:42:15 PDT 2009,NO_QUERY,Gerscot,Working sucks on wends 
1415220,4,2057188644,Sat Jun 06 12:32:15 PDT 2009,NO_QUERY,Ishmm,Ahhhh i hadda crazy ass dream...More like nightmare ugh anyways gunna go home soon yeeee 
1444606,4,2062278112,Sat Jun 06 22:47:27 PDT 2009,NO_QUERY,hilariousfilms,"Thanks for the hug, @KatMcGraw!!! "
911775,4,1752054112,Sat May 09 20:56:27 PDT 2009,NO_QUERY,derekcody,@stephanierhenee wow... you're doing this all through text?  I would get tired after a while 
1339147,4,2018481555,Wed Jun 03 10:02:00 PDT 2009,NO_QUERY,JezebelMann,Only 2 more days! 
1524680,4,2176753808,Mon Jun 15 04:40:26 PDT 2009,NO_QUERY,lazpilicueta,According to &quot;the compensation law&quot; Something VERY good will happen to me shortly!  so happy!
1125037,4,1974774507,Sat May 30 13:49:10 PDT 2009,NO_QUERY,stretch166,@BmoreBaby7980 I'm on it kid. 
1200788,4,1985559238,Sun May 31 17:20:13 PDT 2009,NO_QUERY,caseycabot,still in my dress from the ceremonies. I feel like I've been living in my cap and gown for a month. Graduation on Friday night!! 
558253,0,2204704282,Wed Jun 17 02:55:09 PDT 2009,NO_QUERY,cloverdash,@leannenufc PS: I tried 2 listen 2 Mariah on my phone last nite but it wouldn't work  Will do as soon as I'm back on my laptop. Can't wait
707279,0,2256950875,Sat Jun 20 13:33:27 PDT 2009,NO_QUERY,taelorjhnon,DEAD MEN TALE NO TALES. o how i miss disneyland.  i should have been there right now.
275249,0,1990766233,Mon Jun 01 05:41:35 PDT 2009,NO_QUERY,dontspeakliar,An Air France plane carrying 228 people has disappeared over the Atlantic Ocean. http://idek.net/C~Q #Atlantic 
538743,0,2199200171,Tue Jun 16 17:09:39 PDT 2009,NO_QUERY,mommytaco,@JessicaYahn if i had cable i would 
1191222,4,1983847381,Sun May 31 13:57:12 PDT 2009,NO_QUERY,Domitella,"god, Martin finally up after an epic internet fail.  Pity about the epic drawing fail "
51744,0,1679075735,Sat May 02 08:28:33 PDT 2009,NO_QUERY,djbriancua,@ternoman naiwan ko sa bahay yung i love america! 
24609,0,1558063380,Sun Apr 19 07:07:45 PDT 2009,NO_QUERY,bryabent,The weather has got to work with me today  RAIN RAIN RAIN I feel I live in Seattle beautiful town just tons of RAIN
400476,0,2057420794,Sat Jun 06 12:58:28 PDT 2009,NO_QUERY,eridenour,Has anyone else been dealing with constant loan delays and extended closings lately? it's really getting aggravating on all sides 
1411093,4,2056400193,Sat Jun 06 11:04:33 PDT 2009,NO_QUERY,girlsour,@Beegirl27 You guys wanna come see a band in Rockers in Sept? New Generation Rockstars. They're fab. Won't be an expensive night 
1584063,4,2190513756,Tue Jun 16 02:56:59 PDT 2009,NO_QUERY,Da_Ho,"@heatworld thanks i knew i could count on you  woaw rob pattinson's taking his edward cullen role a bit far, attacking fans, smell good?"
1449053,4,2062796764,Sun Jun 07 00:19:49 PDT 2009,NO_QUERY,Kiyomi_Glitter,@IchLiebeBizarre I want all her clothes and acessiories and her bf  and i bet he would flip
804575,4,1468541644,Tue Apr 07 02:18:16 PDT 2009,NO_QUERY,drandakis,Data.gov comes to life! (even in the form of a jpeg image - all great things start like that  ) http://data.gov/
211186,0,1974426548,Sat May 30 13:06:48 PDT 2009,NO_QUERY,WookieeChew,Ugh! All of my CD's don't fit in this bag! 
1039732,4,1956850267,Thu May 28 22:51:03 PDT 2009,NO_QUERY,Ray_Kay,Clubbing with Sean Paul in Miami  the shoot went really well yesterday! good times!
162914,0,1957654133,Fri May 29 01:10:35 PDT 2009,NO_QUERY,_joyjoy,im going to miss khyy so much 
564812,0,2206319667,Wed Jun 17 06:21:30 PDT 2009,NO_QUERY,Darkgreenish,@RobinC720 why! 
1335644,4,2017061801,Wed Jun 03 07:47:57 PDT 2009,NO_QUERY,dalelane,back from planning mtg for Climate Day events at Hursley over next couple of days. another chance for me to go on about energy monitoring 
432685,0,2064801633,Sun Jun 07 07:12:11 PDT 2009,NO_QUERY,sabrinaajonas,wanna meet @jonasbrothers &amp; @ddlovato so bad 
577431,0,2212546235,Wed Jun 17 14:13:46 PDT 2009,NO_QUERY,jenniferncooper,my lo left me!!  cleaning the napping my life away.
757635,0,2295398941,Tue Jun 23 07:52:37 PDT 2009,NO_QUERY,OCMarisa,"@simplynutty Oh, maaaan! So I'm not first?!? "
1216227,4,1989620389,Mon Jun 01 02:12:10 PDT 2009,NO_QUERY,adityaaryatama,Listening ngampilan replacer &quot;serangan sore&quot; 
547184,0,2201999943,Tue Jun 16 21:05:18 PDT 2009,NO_QUERY,ssslyman,"@soco1187 I am jealous of you. I want the new iPhone 3G S, but my contract isn't due for a renewal till at least Christmas. "
840524,4,1559772757,Sun Apr 19 12:00:41 PDT 2009,NO_QUERY,AryIrigoyen,@mileycyrus: Germany? Italy? oh Im so jealous haha love ya 
327857,0,2010062252,Tue Jun 02 16:44:43 PDT 2009,NO_QUERY,browncoat24,"Finally bought a Costco card, but it's gonna take a week or so before I get it "
565806,0,2206628984,Wed Jun 17 06:49:49 PDT 2009,NO_QUERY,FonzWilliams,@bbybellaa  thats no good. what happened?
1585621,4,2190703283,Tue Jun 16 03:29:23 PDT 2009,NO_QUERY,pialubo,today's great. okay-er than yesterday. i hope it will soon be better!  Thank you for the people who supported me. I love you all- you 2 R!
216548,0,1975732278,Sat May 30 15:46:57 PDT 2009,NO_QUERY,captain_az,@jaybrannan had it been 4 weeks ago id have kept you company.  though I been working away this week an twice ate in a little pub alone 
594598,0,2218553807,Wed Jun 17 22:41:41 PDT 2009,NO_QUERY,MissPrototype,ohhh  my poor baby is sick
1389850,4,2053165779,Sat Jun 06 03:31:56 PDT 2009,NO_QUERY,emelledee,@kdlovee I love that you admit that cuz we are bitches!! 
1300143,4,2006530547,Tue Jun 02 11:18:12 PDT 2009,NO_QUERY,Loochh,"@petewentz. @patrickwillneverhavetwitter? LOL. force him to, please. it reckon he has a lot of insightful things to say "
679907,0,2249358090,Fri Jun 19 22:10:52 PDT 2009,NO_QUERY,chris09b,I'm at work  tired and want to be back in bed
760803,0,2296936634,Tue Jun 23 09:49:25 PDT 2009,NO_QUERY,tmn_whiterosey,Now under mom's bed cuz charger can only reach here n lite can b kept. but not clickin sound  ok. better give up now n get back in bed.
390108,0,2054602680,Sat Jun 06 07:42:24 PDT 2009,NO_QUERY,TrackstarGIBSON,@TaqiyyaLuvLa I'm tryna figure out why I can't goto ur profile to be able to follow u back.... 
943370,4,1795043565,Thu May 14 07:03:09 PDT 2009,NO_QUERY,CrazyCryB,@nicko786 that's funny stuff huh! 
517610,0,2191334047,Tue Jun 16 05:03:16 PDT 2009,NO_QUERY,danlin524,There is argument among my family members 
687372,0,2251256432,Sat Jun 20 02:55:50 PDT 2009,NO_QUERY,sharankjubie,Does NOT want to goto work today 
535212,0,2197844720,Tue Jun 16 15:15:50 PDT 2009,NO_QUERY,thinkmaya,@russmarshalek exhausted 
754260,0,2287928639,Mon Jun 22 18:29:15 PDT 2009,NO_QUERY,louiseisanelf,all this sneakpeaking about Burton's Alice is KILLING me! HURRY UP!!! I can't wait anymore 
134497,0,1836268924,Mon May 18 07:41:34 PDT 2009,NO_QUERY,grayzo,@lauradawg hattttting topshop atm. boo 
1070421,4,1966130988,Fri May 29 17:10:52 PDT 2009,NO_QUERY,zonavertical,"Movie: Kicking &amp; screaming (~), aww with Josh Hurcherson?! "
25698,0,1558445563,Sun Apr 19 08:23:58 PDT 2009,NO_QUERY,Waley,wonders who Derrick Rose is and why is everyone talking about him. HAHAHA. Sorry.  Wala akong alam sa NBA.... http://plurk.com/p/p0qmv
1230586,4,1991588939,Mon Jun 01 07:18:44 PDT 2009,NO_QUERY,majill,attending Milanie's wedding on the 13th!  Thank goodness Cebu pacific has a sale - Php 655 roundtrip to Iloilo! Yey!
830176,4,1557271106,Sun Apr 19 03:03:26 PDT 2009,NO_QUERY,Aholdonmyheart,is praying last night was worth it!! 2 1/2 hours of sleep better result in a really good night tonight 
118454,0,1827838392,Sun May 17 11:33:10 PDT 2009,NO_QUERY,RaenbowPony,"Gr8 weekend!! SOOO tired! had a gr8 visit w/ @dolphin1973 &amp; family!!! Sad 2 C them go  Was wondrful 2 catch up again, jst like old times!"
1268690,4,2000087183,Mon Jun 01 21:23:07 PDT 2009,NO_QUERY,rysar,"In bed, customer meeting at 10am tomorrow... 7 of them vs 3 of us "
563424,0,2205917388,Wed Jun 17 05:41:11 PDT 2009,NO_QUERY,Fibobo,"So I was convinced that my pay day is tomorrow, but I usually get my payslip by email the day before. And no payslip. No monies? "
1037290,4,1956496518,Thu May 28 22:00:25 PDT 2009,NO_QUERY,akojen,@KostynRacing This makes me want to work on our Halloween sets. 
150066,0,1883617102,Fri May 22 08:50:16 PDT 2009,NO_QUERY,pronouncedyou,@egyptianruin lol oh thats a shame  so whatre you gonna wind up doing? art stuff probably?
167473,0,1961740395,Fri May 29 09:58:24 PDT 2009,NO_QUERY,J4Yx2,I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.
129690,0,1835155987,Mon May 18 05:17:23 PDT 2009,NO_QUERY,MissSmiff09,"all alone lonely, I'm so lonely "
926811,4,1755774172,Sun May 10 09:59:38 PDT 2009,NO_QUERY,lcheng88,@dayeee goooood  but not in the way that you think it was good! lol good luck studying today loverr
1467222,4,2064581599,Sun Jun 07 06:39:17 PDT 2009,NO_QUERY,Jonah599,@melissa1424 You play guitar too? Coolness! 
839545,4,1559451872,Sun Apr 19 11:10:36 PDT 2009,NO_QUERY,yolee9,is happy cause the weather is happy 
795054,0,2327213530,Thu Jun 25 08:03:47 PDT 2009,NO_QUERY,ko125,@kimmygibs how did you like that movie? I kinda want to see it. I've been good just working 
61559,0,1686769796,Sun May 03 06:42:29 PDT 2009,NO_QUERY,mary_withluv,"goodnight! school tomorrow.  i'll get to see Inaam,nese and jale there so thats awsomeee ;)"
106771,0,1823679799,Sat May 16 22:39:14 PDT 2009,NO_QUERY,shoeheadfosho,jus got home this weekend sucked  hella lonely now  i miss you babe 
462522,0,2174716185,Sun Jun 14 23:09:11 PDT 2009,NO_QUERY,familiarface,I got caught givin a dude my blackberry to put his #. My life is over.  goodnite!
1584642,4,2190585369,Tue Jun 16 03:09:03 PDT 2009,NO_QUERY,jadecrawley1,@charmdube why hello 
275217,0,1990759271,Mon Jun 01 05:40:36 PDT 2009,NO_QUERY,coconut111,I feel so bad for the people on the air france flight that &quot;dissapeared&quot; this morning over the Atlantic 
625839,0,2230380748,Thu Jun 18 17:01:58 PDT 2009,NO_QUERY,alixe_edwards,@april_miss yeah I think I have heat stroke from weeding today  thanks babe! Cuddles cure everything!
602766,0,2221484045,Thu Jun 18 05:28:12 PDT 2009,NO_QUERY,stefaniepohan,@bianwindriyo miss you already..  http://myloc.me/4h3Y
1509093,4,2174752804,Sun Jun 14 23:14:09 PDT 2009,NO_QUERY,counternotions,"@NathanBowers Where's she gonna go after Google, right? "
1218793,4,1989872646,Mon Jun 01 03:06:19 PDT 2009,NO_QUERY,Joyfullyblessed,"Good Morning Folks!  Last week of school...woohoo! Joy, Joy, Joy...down in my heart!  Have a spectacular day! Love to all..extra to Ram!"
1375854,4,2051659345,Fri Jun 05 22:30:17 PDT 2009,NO_QUERY,meohcollin,Fun show tonight 
1248854,4,1995939986,Mon Jun 01 14:17:00 PDT 2009,NO_QUERY,Inger243,@MarkVHansen  You're welcome! 
130315,0,1835288814,Mon May 18 05:38:07 PDT 2009,NO_QUERY,Tylerjrhs,At the bus stop. Then another fun day of school. 
